id,voucher_id,image_fullpath,image_croppath,pred_vessel,pred_cruise_num,pred_haul_num,pred_specimen_num,pred_stomach_sample,pred_tissue_sample,pred_right_ovary,pred_left_ovary,pred_whole_animal,pred_length_cm,pred_weight_gm,pred_species_identification,pred_comments,pred_collector_initials,pred_preservative,verified_vessel,verified_cruise_num,verified_haul_num,verified_specimen_num,verified_stomach_sample,verified_tissue_sample,verified_right_ovary,verified_left_ovary,verified_whole_animal,verified_length_cm,verified_weight_gm,verified_species_identification,verified_comments,verified_collector_initials,verified_preservative
136,29,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0120.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/136/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0121.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0122.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0123.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,30,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0124.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/140/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0125.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0126.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0127.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0128.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0129.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0130.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0131.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0132.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0133.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0134.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,31,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0135.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/151/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0136.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0137.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0001.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0266.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0140.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0141.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0142.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0143.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0144.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0145.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0146.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0147.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0148.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0149.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0150.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0151.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0152.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0153.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0154.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0155.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0156.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0157.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0158.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0159.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0160.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0161.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0162.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0163.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0164.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0165.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0166.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0167.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0168.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0169.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0170.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0171.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0172.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0173.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0174.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0175.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0176.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0177.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0178.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0179.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0180.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0181.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,32,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0182.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/198/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0183.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0184.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0185.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0186.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0187.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0188.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0189.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0190.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0086.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,33,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0085.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/208/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0193.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0194.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0195.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0196.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0197.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,34,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0198.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/214/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0199.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,35,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0200.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/216/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0201.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0202.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0203.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0204.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0205.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,36,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0206.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/222/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0207.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0208.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0209.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0210.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0211.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0212.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0213.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0214.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0215.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0216.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0217.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0218.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0219.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0220.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0221.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0222.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0223.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0224.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0225.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0226.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0227.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0228.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0229.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0230.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0231.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0232.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0233.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0234.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0235.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0236.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,37,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0237.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/253/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,38,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0238.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/254/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,39,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0239.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/255/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0240.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,40,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0241.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/257/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0242.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,41,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0243.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/259/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0033.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0139.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0246.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0247.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,42,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0248.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/264/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0249.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0250.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0251.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0252.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0253.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0254.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0255.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0256.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0257.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0258.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0259.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0260.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0261.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0262.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0263.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0264.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0265.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0836.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0837.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,Y:\RACE_Imagery\Field_Photos\AI2000\DominatorLeg1\AI_023_200001_L1_0838.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
